ProductName,Summary
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",worst product not on this item this produced it is usedd
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",battery back is very bad run for only 1 hour very bad battery lifedisappointed me
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",overall good product battery life is very good sound is little lower as expected for 16w but at this price doesnt matter 1 feet length
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",awesome natural voice quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good bluetooth speaker
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good soundgood battery backupvalue for money
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",battery backup is very bad you can go for boat sapekrs instant of zebronics 16w speaker there is no bass in this speaker
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",16 whats zebronics sound bar nice bass sound qualitycharging good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",bass is always good nice look product and battery backup is most long time use
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product but battery working bad
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best sound super bess under price1000
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super sound bass and battery
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",never expect super bass every aspects are optimal fine for a familysound is quarter level low in bluetooth mode than other modesgreat battery backup youll get more than 6hrs at 90 volume i only charges it once in three daysbass could have been better
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",the sound is poor battery backup is not great i just use it for callslow volume yet itll not last long more than 4 years
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",i bought 13k in this speakers it worth the value
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",sound is awesome and cristal clearbass is also goodbluetooth connectivity is quick and almost 8mtrno issue found in connectivitybattery backup as i say i am using last 10 daysalmost every day 1 hour and only 1 time i have full charged and still showing 40so overall good product at this price range
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very nice product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice speaker with excellent design and sound quality is amazing
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",sound quality is third class i do not recommend this to anyone
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",charge connection point very low quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",not good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",awesome sound clarity but less bass more troublestero speaker good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good productbut price is high
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",v gud sound zeb rocks
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",this speaker is not working now waste of money
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",product is nicesound quality is also very good and easy to carry somewhere
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",awesome
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best products branded
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",bad productpls do not buy this product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",exllent super
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",product was soo good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very nice sound
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice product nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",after some time use sound quality low
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super fantastic
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",this quality is very bed
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",average
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",wow one
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good sound quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",the product is fine but it has a problem while playing music while playing music it stops in middle of the song and playing it has some bluetooth problem so please check it once
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",great sound bar for the price range clear and loud with mediocre bass
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",you can buy this but if there is a zebronics service center in your area otherwise i will recommend to choose boat thank you
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best product at this price range
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good no loud voice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super sound quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",sound quality awesome
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",its worst product dont buy it
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",normal
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",awesome
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",first charge the speaker then use itsuper sound medium bassvalue for money16w
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",this product sound quality battery backup and buid quality is pro level must buy this product also zebronics is good trustable brand
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super sound
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",metalic sound recommended not to buy
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice product and good cvaliti
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",value of money
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very nice productthanks to flipkart
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good quality very good sound quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",overall ok
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best product but sound quality poor and bass
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice quality
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",i am 6 month use this productcharging problem
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice productim happy
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",sound quality is low
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",worst product very low sound and battery problem dont buy money waste of product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",awesome speaker
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best product in this price segment
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",value money good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",not working wel
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",usefull product from zeb
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice product must buy in 12001500 range
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",it is really a good product and i recommended to everyone if you expect bass in the price means i consider you guys to buy a home theatre at the price range of above 4ksound definition was really awesome
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",now outstanding im waiting for 1to 2 days after given finely review thank u so much flip kart service very fast
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",battery low
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",nice
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",most worst product and the flipkar platform alsoone it is purchased can not be refunded please order carefully
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good quality sound
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",price is worth product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very bad qaility
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very useful product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",sound quality goodbattery backup goodconnectivity gooddesign very good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",very nice product in this price rangei am happy thanks zebronic and flipkart for super fast deliveryi got my product next day
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",ok
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",its a good product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",super product
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",im not satisfied
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",sound quality is not good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",best
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",so good
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",all goodbut when i ejected the charger the cover cap also came out with chargeri fixed it back but still it is loose
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",good product like it
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",the product is very good but if i take another lens of 55250mm lens then its amazing so take it for photography and its best for beginners
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",product really great i am totally sctified this product really good camera for beggner but flash button was missing that is not good and capture is 18 mp wasnt good i was hopeed it will be 24 mp it is also missing n everything is good
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",well reviewing this after using for almost one monthi would prefer for the beginner photography simple without any complexity its best if you learn to use it at manual mode
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",worth more than the amount best dslr for a good beginner friendly camera love it extremely good with canon 50mm f18 stm lens
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",satisfied with the product its a really good for all who wants to learn photography its a gem and love go for itt1010
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",the camera simply awesomeand it is a best budget dslr and begginer dslr for first time userauto focus mode works good in daylight
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent for someone who is new into photographyit gives you flexibility to try out a lots of manual settings just like any expensive dslreven with kit lens you can click wonderful picturesclarity is not that greatfor better clarity go for an expensive dslr
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",camera is good for beginner but not getting that much high quality pics from this camera or lens so i order canon 50mm just after my 1st vacation when i was not satisfied with the quality check you tube regarding the comparison of 18mm and 50mm lens if you want to buy camera than only kit lens is not just you want from your pics you have to upgrade with any prime lenswhether its 50mm or 55250mmthanks
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in price segment if you have skill this entry level dslr can do much better result just dont expect much
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",verry nice and for my opinion is great camera for this price range i love it my first dslr lot of experiments is easy with this dslr
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best in price segment if you have skill this entry level dslr can do much better result just dont expect much
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",its a wonderful camera for the beginners those who have passion in photography and love to shoot its a good choice for them trust canon
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",name
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent dslr and get a free moto headset worth 6500 i am happy
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",everything is perfect and specially the packaging it was so good when it arrived i got surprised because of the carry case i didnt expected that thank you so much flipkart
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awsm im not a professional but using of lil bit xperience must say that best dslr in a best budgetperfect for a beginnersimage quality is too goodthanx to canon thanx to flipkart also thanx to ecom xpress for perfect delivery
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",all over great camera nice quality of pictures i took and auto focus mode is work just awesome
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",my first dslr good one for beginners easy to use worth for money and as always super fast delivery by flipkart loved it
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",camera doesnt matter if you have skill you still click photos like this and lences also define your clicks but if you dont have budget then this camera is for you it is best camera for learning photography but if you have a little more budget then try to buy at least 1300d or 1500d theses are not great cameras but better then 3000d
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",the product is awesome for a beginner in the photography world its preety good in this price range i have been using it since 1 week and i personally recommend to go with it by closing your eyes
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good camera n its my first dslr i loved it but delivery took so long i got camera bag camera and lense 16gb card batter with charger lense cap and carry strap good camera for beginners
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",its clearly evident thats it not a high budget camera but its best for everyone looking for a pocket friendly dslr specifically for college students and for domestic use
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best dslr in this price range and if you are a beginner then you should buy it and this is canon entry level camera in this price range i bought at 20k and know current price is 27k around i am happy to grap under 21k its just amazing just buy it you will not regretmicroshot is working perfectly
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",worth buying superb loved it bulit quality is lil disappointed if we are careful its okoverall can fully satisfy in dis price
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",i was planning to buy dslr for long time its really good camera for beginners level photography and of course if any one have ability to shoot good quality photos may take easily with it delivery is very fast thanks flipkart for providing low cost pocket friendly opportunity on big billion day sale offer
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome dslr at this pricei had a dream to buy a dslr the momenti bought this dslr my dream has totally fullfilwait listen to be honest if you are thinking about to start your own blog or any kind of youtube content then please dont buy thisif you would like to buy dslr for photoshot then just go for itat any point of time if you think that you need more quality in photos you can easily add lens thank you
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",probably the best camera for the beginner am an intermediate photographer have chosen this dslr for my photography purpose ofcourse its a basic camera for the beginners but it gives the best outputam a vlogger in youtube but this doesnt help out in doing vlog as its a basic one thoughdelivery on time delivered 1 day before the delivery date there are no pros and consthis is the only camera that allows the beginners to learn the photography skillsgrabbed this camera for
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",just bought it on the offer period for 16800 the product is well worth for the price i believe this is my first dslr so i think i may be exaggerating but its a good buyvisually the build quality has a premium quality the quality of the images are good rich and vibrant although there is considerable amount of noise in them especially in artificial lighting conditions buy a prime lens if you want the best quality photos from this one the buttons are tactile but the screen is be
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",very nice camera for beginners and picture quality is very good and its worth buying and build quality is very good and best camera for family i use this camera from 1 month and i am very satisfied with the camera and worth buying with 1855 lens
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",a decent entry level dslr very glad that it was bundled with a carry casethe lens is decent for beginner level and some advanced level photographyfor the price i bought it i can not say how glad i am
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",this camera is very cool and very good which i am very happy and the one who came to do jalebi was also very nice nice
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",good camera for beginners i just love itgot it within 24 hours amazing delivery thank you flipkart
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",i think best product in this prize totally worth it but you dont get bag or memory card thats why i gave 4star
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awesome and value for money and i am pretty sure canon dslr will prove to be a great asset for my vlogs cannels as well
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",great product worth of price thanks flipkart for delivering it in 3 days i love it my first dslr
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",its a good dslr to own if u are not a pro and looking for entry level dslrthis camera comes with 16gb card and 1855 lense kit then buy separate fixed focus lense for closeups this will b a perfect device then wifi connection allows u to connect it directly to ur pc or mobile easy to use user interface strong and sturdy body battery backup is good
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",excellent piece of product for simple usage and can take nice shots of closer locations zoom option is not up to the mark and works like any other dc faced difficulties capturing a still image of moving objects
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",i am writing this review after using this camera for almost 4 months roughly 1200 clicks very good camera for begginers like me awesome built quality and very user friendly you will fall in love with this camera once you are getting used to its terminology photography has become a passion for me after buying this camera go with this camera without looking further if you are trying to learn and want to go in depth with the photography
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",guys please check the charger and battery when you receive the product fortunately my charger is not working fine i gave itcharger at canon service center for replacement if the battery is not working we need pay the money from our pocket and that too we havent check within ten days please use as early as possible one received the product one more important thing for any replacement is also take more time
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",guys please check the charger and battery when you receive the product fortunately my charger is not working fine i gave itcharger at canon service center for replacement if the battery is not working we need pay the money from our pocket and that too we havent check within ten days please use as early as possible one received the product one more important thing for any replacement is also take more time
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",best camera ever its my first dslr never a disappointedif you beginner thats have you go for it and just click result is awesome love you flipkart and love you very much nikon
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",this is the best dslr for beginer the price is the best dslr best for the begineri am really happy for this camera
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",if you want a good video recording and good full hd pictures so you have to try some other dslr otherwise it is good for simple use
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",by my side nice dslr in short range facilities and perfection is very gud this is not for professional camera bt its img quality like pro tnx
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",i purchased this last in the month of october after using roughly almost 78 months i can say this camera is a gem for beginners and for pro guys youll not dissatisfied with the quality of camera image capture quality good battery backup high quality lense high quality cables even carry case is also good yeah bag looks little old fashioned but who cares about the bag when you have very decent camera at this price range
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",awsome product and super fast delivery by ekart and the packing of the product was also goodthanks flipkart for ur super fast service
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",guys i have been using this dsl for almost 2 months image quality is very good in good lighting conditions much better than our mobile phone cameras and indoor performance also good with flash but you cant use it without flash in low lighting condition pros decent image quality for this price range decent battery life to take 600 photos in single charger wifi function with canon app to download photos to smartphone easily consfully auto mode could have been better onoff
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",i purchased this as my first dslr still i am learning mostly i am using auto mode only and use manual mode occasionally i got very good photos of my car to be posted on carsangrah it helped me getting good response
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",superb product at great price the class of image which a true blue dslr can give you is unmatched by even a top end mobile camera this model is so good gives the full feel of a heavy duty dslr while being light on the pocket the complimentary memory card and camera bag were a welcome bonus the bag is of good quality when you hold a canon camera you have the assurance and confidence of a top notch product
"Canon EOS 3000D DSLR Camera 1 Camera Body, 18 - 55 mm Lens????????(Black)",product is good nice product in best budget battery backup is not good i didnt like the batery i m going to change the battery it offs suddenly even in a full charge
